input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: '' Our dad passed away when Emily was 17 and I was 18 , '' says [Sarah Kunstler] , [33] , who is also an attorney . Options: A. [Sarah Kunstler] has the age [33] B. [Sarah Kunstler] has no known relations to [33]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: The women have given lawyers and a congressman accounts similar to the allegations of [Jamie Leigh Jones] , whose allegations of rape have gained media attention across the [United States] . Options: A. [Jamie Leigh Jones] was born in the country [United States] B. [Jamie Leigh Jones] has the nationality [United States] C. [Jamie Leigh Jones] died in the country [United States] D. [Jamie Leigh Jones] lives in the country [United States] E. [Jamie Leigh Jones] has no known relations to [United States]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: Church of Scientology spokesman Tommy Davis says the accounts of [Natalie Hagemo] and her daughter , [Shelby LaFreniere] , are untrue . Options: A. [Natalie Hagemo] has the alternate name [Shelby LaFreniere] B. [Natalie Hagemo] is the spouse of [Shelby LaFreniere] C. [Natalie Hagemo] has the parent [Shelby LaFreniere] D. [Natalie Hagemo] is the parent of [Shelby LaFreniere] E. [Natalie Hagemo] is the siblings of [Shelby LaFreniere] F. [Natalie Hagemo] is the other family member of [Shelby LaFreniere] G. [Natalie Hagemo] has no known relations to [Shelby LaFreniere]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:children,
"Determine which option can be inferred from the given Sentence.  Sentence: Four outdoor concerts will be held on the banks of the lake as part of the 2009 [National Taiwan Symphony Orchestra] 's ( [NTSO] 's ) International Music Festival , which runs from Aug. 14 to Oct. 3 , Council for Cultural Affairs ( CCA ) Minister Huang Pi-twan and Tourism Bureau Director-General Janice Lai announced Tuesday . Options: A. [National Taiwan Symphony Orchestra] is also known as [NTSO] B. [National Taiwan Symphony Orchestra] has the member [NTSO] C. [National Taiwan Symphony Orchestra] is the member of [NTSO] D. [National Taiwan Symphony Orchestra] owns [NTSO] E. [National Taiwan Symphony Orchestra] has the parent company [NTSO] F. [National Taiwan Symphony Orchestra] has shares hold in [NTSO] G. [National Taiwan Symphony Orchestra] has no known relations to [NTSO]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: The court convicted Wang , [Tao] and another 28 members of the criminal gang on charges of organising prostitution , [false imprisonment] , bribery and rape . Options: A. [Tao] is convicted of [false imprisonment] B. [Tao] has no known relations to [false imprisonment]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: Prosecutors say Lo Piccolo , who is from Palermo , was vying to become Cosa Nostra 's unchallenged top boss , pitted against another fugitive , [Matteo Messina Denaro] , a younger boss from the city of [Trapani] , in western Sicily . Options: A. [Matteo Messina Denaro] was born in the city [Trapani] B. [Matteo Messina Denaro] died in the city [Trapani] C. [Matteo Messina Denaro] lives in the city [Trapani] D. [Matteo Messina Denaro] has no known relations to [Trapani]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: There was just one problem : No mention was made of [Alan P. Gross] , an [American] from Potomac , Md. , who passed the holiday in a Cuban military facility , where he has been imprisoned for a year without trial because he tried to help Cuba 's Jews . Options: A. [Alan P. Gross] has the nationality [American] B. [Alan P. Gross] lives in the country [American] C. [Alan P. Gross] has no known relations to [American]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: '' I see no indication whatsoever that the business community is paying any attention to the administration 's suggestions , '' said [Nell Minow] , co-founder of the [Corporate Library] , an independent corporate governance research firm . Options: A. [Corporate Library] has the high level member [Nell Minow] B. [Corporate Library] was founded by [Nell Minow] C. [Corporate Library] has shares hold in [Nell Minow] D. [Corporate Library] has no known relations to [Nell Minow]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:founded_by,
Determine which option can be inferred from the given Sentence.  Sentence: [Mark Fisher] writes for the [Dayton Daily News] . Options: A. [Mark Fisher] studied in [Dayton Daily News] B. [Mark Fisher] is the employee of [Dayton Daily News] C. [Mark Fisher] has no known relations to [Dayton Daily News]  Which option can be inferred from the given Sentence? Option:,B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: [Gonzalez] is the brother of [Patricia Gonzalez] , who stepped down Oct 3 as attorney general of the border state of Chihuahua when a new governor took office . Options: A. [Gonzalez] has the alternate name [Patricia Gonzalez] B. [Gonzalez] is the spouse of [Patricia Gonzalez] C. [Gonzalez] has the parent [Patricia Gonzalez] D. [Gonzalez] is the parent of [Patricia Gonzalez] E. [Gonzalez] is the siblings of [Patricia Gonzalez] F. [Gonzalez] is the other family member of [Patricia Gonzalez] G. [Gonzalez] has no known relations to [Patricia Gonzalez]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:siblings,
"Determine which option can be inferred from the given Sentence.  Sentence: [Vladimir Ladyzhenskiy] of Russia died after she suffered [a shock] in the final of the spa world championship in Heinola , a southern city of Finland , on Saturday . Options: A. [Vladimir Ladyzhenskiy] died because of [a shock] B. [Vladimir Ladyzhenskiy] has no known relations to [a shock]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:cause_of_death', 'B': 'no_relation'}",per:cause_of_death,
"Determine which option can be inferred from the given Sentence.  Sentence: September Pledge for Peace Petition Sign the Pledge for Peace Petition ( [http://pdamerica.org/petition/pledge-for-peace.php] ) now , and [Progressive Democrats of America] will deliver the petition to Congress before the vote . Options: A. [Progressive Democrats of America] has the website [http://pdamerica.org/petition/pledge-for-peace.php] B. [Progressive Democrats of America] has no known relations to [http://pdamerica.org/petition/pledge-for-peace.php]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:website', 'B': 'no_relation'}",org:website,
"Determine which option can be inferred from the given Sentence.  Sentence: To see [Heloise] visiting her old dorm room at [Texas] State University at San Marcos , and even a fitted-sheet folding contest , visit wwwwashingtonpostcom/wp-dyn/content / article/2009/08 / 05/AR2009080501307html . Options: A. [Heloise] was born in the state or province [Texas] B. [Heloise] lives in the state or province [Texas] C. [Heloise] died in the state or province [Texas] D. [Heloise] has no known relations to [Texas]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C', 'D']","{'A': 'per:stateorprovince_of_birth', 'B': 'per:stateorprovinces_of_residence', 'C': 'per:stateorprovince_of_death', 'D': 'no_relation'}",per:stateorprovinces_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: The initial offering of AIA raised $ 178 billion for AIG , while the sale of [ALICO] to [MetLife] reaped about $ 155 billion . Options: A. [ALICO] is also known as [MetLife] B. [ALICO] has the member [MetLife] C. [ALICO] is the member of [MetLife] D. [ALICO] owns [MetLife] E. [ALICO] has the parent company [MetLife] F. [ALICO] has shares hold in [MetLife] G. [ALICO] has no known relations to [MetLife]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:parents,
Determine which option can be inferred from the given Sentence.  Sentence: [ADF] is the owner of a [Greenwich Village KFC/Taco Bell] that closed by New York health inspectors last week after TV news crews peering in through the windows recorded a nauseating number of rats skittering across the floors and climbing on tables and countertops . Options: A. [ADF] is also known as [Greenwich Village KFC/Taco Bell] B. [ADF] has the member [Greenwich Village KFC/Taco Bell] C. [ADF] is the member of [Greenwich Village KFC/Taco Bell] D. [ADF] owns [Greenwich Village KFC/Taco Bell] E. [ADF] has the parent company [Greenwich Village KFC/Taco Bell] F. [ADF] has shares hold in [Greenwich Village KFC/Taco Bell] G. [ADF] has no known relations to [Greenwich Village KFC/Taco Bell]  Which option can be inferred from the given Sentence? Option:,D,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:subsidiaries,
"Determine which option can be inferred from the given Sentence.  Sentence: But Wen 's lavish tastes were nothing compared with the carnal appetites of [his] sister-in-law , [Xie Caiping] , known as '' the godmother of the Chongqing underworld . '' Options: A. [his] has the alternate name [Xie Caiping] B. [his] is the spouse of [Xie Caiping] C. [his] has the parent [Xie Caiping] D. [his] is the parent of [Xie Caiping] E. [his] is the siblings of [Xie Caiping] F. [his] is the other family member of [Xie Caiping] G. [his] has no known relations to [Xie Caiping]  Which option can be inferred from the given Sentence? Option:",F,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:other_family,
"Determine which option can be inferred from the given Sentence.  Sentence: Arthur Mitchell , founding artistic director of [Dance Theatre of Harlem] in [New York] , has been chosen as the honorary chairman of the USA International Ballet Competition . Options: A. [Dance Theatre of Harlem] is the member of [New York] B. [Dance Theatre of Harlem] has a headquarter in the state or province [New York] C. [Dance Theatre of Harlem] has no known relations to [New York]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'org:member_of', 'B': 'org:stateorprovince_of_headquarters', 'C': 'no_relation'}",org:stateorprovince_of_headquarters,
